City_ID,City,Country,Date,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed
258,Sinnamary,GF,2021-05-28 17:16:40,5.3833,-52.95,broken clouds,79.5,89,80,9.69
259,Russell,US,2021-05-28 17:15:37,32.3502,-85.1999,scattered clouds,86.13,67,40,10.92
260,Chernyshevskiy,RU,2021-05-28 17:16:41,63.0128,112.4714,broken clouds,49.53,78,82,2.98
261,Port Elizabeth,ZA,2021-05-28 17:16:41,-33.918,25.5701,clear sky,66.49,59,0,11.5
262,Mareeba,AU,2021-05-28 17:16:41,-17.0,145.4333,few clouds,61.52,97,11,2.59
263,Cabo San Lucas,MX,2021-05-28 17:16:07,22.8909,-109.9124,clear sky,95.81,42,1,4.61
264,Kazerun,IR,2021-05-28 17:16:42,29.6195,51.6541,clear sky,83.77,16,0,2.95
265,Seoul,KR,2021-05-28 17:14:28,37.5683,126.9778,clear sky,59.41,77,0,9.28
266,Belaya Gora,RU,2021-05-28 17:16:42,68.5333,146.4167,broken clouds,48.69,47,55,14.25
267,Isangel,VU,2021-05-28 17:16:43,-19.55,169.2667,broken clouds,70.09,79,56,5.17
268,Walvis Bay,NA,2021-05-28 17:16:43,-22.9575,14.5053,clear sky,65.35,59,10,19.08
269,Misratah,LY,2021-05-28 17:13:42,32.3754,15.0925,scattered clouds,78.71,56,33,22.03
270,Salinopolis,BR,2021-05-28 17:16:43,-0.6136,-47.3561,few clouds,84.94,64,17,8.63
271,Khani,GE,2021-05-28 17:16:44,41.9563,42.9566,light rain,62.17,95,91,2.04
272,Graham,US,2021-05-28 17:16:44,47.0529,-122.2943,overcast clouds,56.14,75,90,1.01
273,Arman,RU,2021-05-28 17:16:44,59.7,150.1667,light rain,38.86,96,100,4.74
274,Aykhal,RU,2021-05-28 17:16:45,66.0,111.5,overcast clouds,47.41,72,99,14.45
275,Klaksvik,FO,2021-05-28 17:16:45,62.2266,-6.589,broken clouds,49.12,84,65,15.59
276,Maarianhamina,AX,2021-05-28 17:16:45,60.0973,19.9348,clear sky,53.46,40,0,9.22
277,Sanghar,PK,2021-05-28 17:16:46,26.0466,68.9481,scattered clouds,95.07,42,43,20.11
278,Sao Paulo Do Potengi,BR,2021-05-28 17:16:46,-5.895,-35.7628,broken clouds,86.11,51,51,14.61
279,Rio Gallegos,AR,2021-05-28 17:16:46,-51.6226,-69.2181,broken clouds,39.25,48,75,25.32
280,Nuevo Progreso,MX,2021-05-28 17:15:32,23.1667,-97.95,clear sky,92.59,53,9,1.99
281,Kidal,ML,2021-05-28 17:16:47,18.4411,1.4078,overcast clouds,104.5,6,99,12.86
282,Caravelas,BR,2021-05-28 17:16:47,-17.7125,-39.2481,few clouds,82.04,59,13,8.57
283,Najran,SA,2021-05-28 17:14:26,17.4924,44.1277,scattered clouds,85.73,14,44,7.56
284,Fortuna,US,2021-05-28 17:16:48,40.5982,-124.1573,overcast clouds,62.65,95,90,6.91
285,Galesong,ID,2021-05-28 17:16:48,-5.3166,119.3661,scattered clouds,77.02,79,48,5.01
286,Sioux Lookout,CA,2021-05-28 17:16:48,50.1001,-91.917,clear sky,55.47,30,1,6.91
287,Tessalit,ML,2021-05-28 17:16:49,20.1986,1.0114,overcast clouds,106.38,5,94,15.55
288,Campbell River,CA,2021-05-28 17:16:49,50.0163,-125.2446,scattered clouds,55.78,69,40,4.61
289,Palu,ID,2021-05-28 17:16:49,-0.8917,119.8707,clear sky,75.79,91,7,2.57
290,Bilma,NE,2021-05-28 17:16:50,18.6853,12.9164,clear sky,100.4,5,5,5.59
291,Guymon,US,2021-05-28 17:16:50,36.6828,-101.4816,clear sky,70.48,59,1,9.22
292,Eganville,CA,2021-05-28 17:16:50,45.5334,-77.0994,overcast clouds,50.02,25,97,7.07
293,Saint-Philippe,RE,2021-05-28 17:16:51,-21.3585,55.7679,scattered clouds,71.19,74,45,3.58
294,Ulaangom,MN,2021-05-28 17:16:51,49.9811,92.0667,clear sky,56.34,37,8,5.37
295,San Ignacio,BZ,2021-05-28 17:16:51,17.1561,-89.0714,broken clouds,89.74,62,75,7.54
296,Chuy,UY,2021-05-28 17:16:51,-33.6971,-53.4616,broken clouds,62.96,73,53,6.42
297,Katsuura,JP,2021-05-28 17:16:52,35.1333,140.3,light rain,70.2,86,100,21.79
298,Deputatskiy,RU,2021-05-28 17:16:52,69.3,139.9,few clouds,40.87,66,12,6.73
299,San Roque,ES,2021-05-28 17:16:53,36.2107,-5.3842,broken clouds,67.03,73,75,10.36
300,Hirara,JP,2021-05-28 17:16:53,24.8,125.2833,overcast clouds,81.03,82,100,5.64
301,Grindavik,IS,2021-05-28 17:16:53,63.8424,-22.4338,moderate rain,55.56,87,90,47.98
302,Goderich,CA,2021-05-28 17:15:09,43.7501,-81.7165,light rain,45.55,93,100,16.11
303,Amelia,IT,2021-05-28 17:16:54,42.5523,12.4182,clear sky,78.84,33,0,2.75
304,Krasnovishersk,RU,2021-05-28 17:16:54,60.4078,57.082,overcast clouds,54.61,78,98,5.41
305,Valdivia,CL,2021-05-28 17:16:54,-39.8142,-73.2459,overcast clouds,59.09,84,100,5.55
306,Sitka,US,2021-05-28 17:16:55,57.0531,-135.33,light rain,46.29,87,90,4.61
307,Qasigiannguit,GL,2021-05-28 17:16:55,68.8193,-51.1922,clear sky,46.65,60,6,2.75
308,Janesville,US,2021-05-28 17:12:44,42.6828,-89.0187,overcast clouds,46.26,94,90,5.01
309,Torbay,CA,2021-05-28 17:16:55,47.6666,-52.7314,scattered clouds,54.75,53,40,23.02
310,Richards Bay,ZA,2021-05-28 17:16:56,-28.783,32.0377,scattered clouds,69.1,84,45,10.42
311,Emerald,AU,2021-05-28 17:16:56,-23.5333,148.1667,overcast clouds,54.34,54,97,8.05
312,Tyubuk,RU,2021-05-28 17:16:56,56.0552,60.9405,clear sky,61.45,52,4,5.37
313,Sao Filipe,CV,2021-05-28 17:16:57,14.8961,-24.4956,clear sky,73.11,78,6,11.65
314,Mendi,PG,2021-05-28 17:16:57,-6.1761,143.6513,overcast clouds,57.51,100,100,1.23
315,Tiznit,MA,2021-05-28 17:16:57,29.5833,-9.5,overcast clouds,74.62,50,96,8.16
316,Tiarei,PF,2021-05-28 17:16:58,-17.5333,-149.3333,broken clouds,75.22,74,61,4.25
317,Srednekolymsk,RU,2021-05-28 17:16:58,67.45,153.6833,clear sky,43.83,55,4,15.14
318,Port Blair,IN,2021-05-28 17:16:59,11.6667,92.75,light rain,82.08,83,100,5.97
319,Vernon,CA,2021-05-28 17:12:18,50.2581,-119.2691,broken clouds,64.13,55,82,3.67
320,East London,ZA,2021-05-28 17:16:59,-33.0153,27.9116,clear sky,63.54,67,0,12.66
321,Hobyo,SO,2021-05-28 17:16:59,5.3505,48.5268,broken clouds,80.1,79,71,18.97
322,Newport,GB,2021-05-28 17:16:44,51.5877,-2.9984,overcast clouds,64.4,89,100,7.07
323,Narsaq,GL,2021-05-28 17:17:01,60.9167,-46.05,broken clouds,59.22,60,59,7.7
324,Tarko-Sale,RU,2021-05-28 17:17:01,64.9225,77.785,overcast clouds,35.01,69,97,4.0
325,Sao Joao De Pirabas,BR,2021-05-28 17:17:01,-0.7747,-47.1772,few clouds,85.98,60,22,6.93
326,Wad Rawah,SD,2021-05-28 17:17:02,15.1603,33.1397,few clouds,104.7,11,15,6.2
327,Sorong,ID,2021-05-28 17:17:02,-0.8833,131.25,scattered clouds,78.31,89,29,6.96
328,Faya,SA,2021-05-28 17:17:02,18.3851,42.4509,scattered clouds,73.51,43,37,5.5
329,Ixtapa,MX,2021-05-28 17:17:03,20.7,-105.2,clear sky,81.63,65,1,6.91
330,Tekirdag,TR,2021-05-28 17:16:56,40.978,27.5085,moderate rain,69.15,82,79,7.36
331,Margate,GB,2021-05-28 17:17:03,51.3813,1.3862,overcast clouds,58.87,67,100,3.0
332,Vestmannaeyjar,IS,2021-05-28 17:17:03,63.4427,-20.2734,light rain,49.19,87,90,48.34
333,Mutoko,ZW,2021-05-28 17:17:04,-17.397,32.2268,clear sky,57.33,41,0,3.51
334,Sibolga,ID,2021-05-28 17:17:04,1.7427,98.7792,broken clouds,76.03,91,76,2.06
335,Sumbe,AO,2021-05-28 17:17:04,-11.2061,13.8437,clear sky,78.08,76,10,6.76
336,Nanzhang,CN,2021-05-28 17:17:05,31.7765,111.8386,light rain,69.94,73,85,3.22
337,Atar,MR,2021-05-28 17:17:05,20.5169,-13.0499,broken clouds,104.5,13,76,10.89
338,Xining,CN,2021-05-28 17:17:05,36.6167,101.7667,overcast clouds,54.97,67,100,1.9
339,Sattahip,TH,2021-05-28 17:17:06,12.6664,100.9007,heavy intensity rain,85.23,94,40,10.36
340,Ampanihy,MG,2021-05-28 17:17:06,-24.7,44.75,clear sky,66.43,76,0,5.06
341,Inzer,RU,2021-05-28 17:17:06,54.2167,57.5556,clear sky,60.53,76,5,1.59
342,Sawang Daen Din,TH,2021-05-28 17:17:07,17.4753,103.4575,broken clouds,81.01,99,55,7.05
343,Mosquera,CO,2021-05-28 17:17:07,4.7059,-74.2302,broken clouds,64.49,52,75,2.3
344,Kedougou,SN,2021-05-28 17:17:07,12.5579,-12.1743,broken clouds,105.42,17,52,4.99
345,Kazanskaya,RU,2021-05-28 17:17:08,45.4106,40.4361,clear sky,68.52,78,6,6.51
346,Gemunden,DE,2021-05-28 17:17:08,50.05,9.7,overcast clouds,65.07,63,95,0.76
347,Abu Kamal,SY,2021-05-28 17:17:09,34.4506,40.9171,clear sky,92.01,10,0,8.14
348,Chippewa Falls,US,2021-05-28 17:16:34,44.9369,-91.3929,clear sky,54.99,60,1,11.81
349,Gorontalo,ID,2021-05-28 17:17:09,0.5412,123.0595,scattered clouds,76.17,93,25,2.73
350,Nenjiang,CN,2021-05-28 17:17:09,49.1833,125.2167,broken clouds,50.72,62,59,3.2
351,Zaragoza,ES,2021-05-28 17:16:45,41.6561,-0.8773,few clouds,87.03,23,20,3.0
352,Leibnitz,AT,2021-05-28 17:17:10,46.7816,15.5384,overcast clouds,66.74,66,95,4.41
353,Biak,ID,2021-05-28 17:17:10,-0.9131,122.8766,scattered clouds,76.77,85,35,6.96
354,Santa Barbara,US,2021-05-28 17:17:11,34.7333,-120.0343,clear sky,75.15,72,1,6.33
355,Garowe,SO,2021-05-28 17:17:11,8.4054,48.4845,overcast clouds,84.78,45,99,13.69
356,Pisco,PE,2021-05-28 17:17:11,-13.7,-76.2167,overcast clouds,67.01,94,90,8.05
357,Tautira,PF,2021-05-28 17:17:12,-17.7333,-149.15,scattered clouds,75.22,72,48,2.17
358,Kassala,SD,2021-05-28 17:17:12,15.451,36.4,broken clouds,100.81,16,54,8.16
359,Ambulu,ID,2021-05-28 17:17:12,-8.345,113.6058,broken clouds,75.65,92,74,2.42
360,Ucluelet,CA,2021-05-28 17:13:28,48.9329,-125.5528,overcast clouds,57.04,82,91,3.0
361,Vardo,NO,2021-05-28 17:17:13,70.3705,31.1107,broken clouds,35.8,93,75,23.02
362,Kaitangata,NZ,2021-05-28 17:17:13,-46.2817,169.8464,light rain,50.94,76,100,6.22
363,Poum,NC,2021-05-28 17:17:13,-20.2333,164.0167,clear sky,72.5,71,4,18.81
364,Codrington,AU,2021-05-28 17:17:14,-38.2667,141.9667,clear sky,43.21,83,4,3.44
365,Kirakira,SB,2021-05-28 17:17:14,-10.4544,161.9205,overcast clouds,76.32,83,100,6.93
366,Raga,SS,2021-05-28 17:17:15,8.4596,25.678,clear sky,83.89,47,10,3.42
367,Bowen,AU,2021-05-28 17:17:15,-20.0167,148.2333,clear sky,46.62,49,0,8.23
368,Port Lincoln,AU,2021-05-28 17:15:18,-34.7333,135.8667,overcast clouds,58.1,73,100,13.6
369,Praia Da Vitoria,PT,2021-05-28 17:17:15,38.7333,-27.0667,few clouds,68.25,52,20,5.46
370,Kerman,IR,2021-05-28 17:17:16,30.2832,57.0788,clear sky,76.86,13,0,8.34
371,Saint-Pierre,RE,2021-05-28 17:17:16,-21.3393,55.4781,overcast clouds,71.28,78,90,5.75
372,Mbuji-Mayi,CD,2021-05-28 17:17:17,-6.15,23.6,broken clouds,80.4,44,66,2.51
373,Ust-Nera,RU,2021-05-28 17:17:17,64.5667,143.2,light rain,43.52,72,94,5.57
374,Nanyang,CN,2021-05-28 17:17:17,32.9947,112.5328,light rain,70.45,84,58,3.85
375,San Jose,US,2021-05-28 17:14:07,37.3394,-121.895,scattered clouds,73.26,66,40,1.01
376,Umba,RU,2021-05-28 17:17:18,66.6871,34.3429,overcast clouds,41.2,73,100,8.37
377,Dolny Kubin,SK,2021-05-28 17:17:18,49.2098,19.3034,broken clouds,60.4,71,75,3.02
378,Pavlogradka,RU,2021-05-28 17:17:18,54.2024,73.5592,clear sky,54.16,55,9,7.43
379,Gladstone,AU,2021-05-28 17:17:19,-23.85,151.25,scattered clouds,58.93,41,43,6.91
380,Gondar,ET,2021-05-28 17:17:19,12.6,37.4667,broken clouds,73.11,34,62,4.54
381,Voh,NC,2021-05-28 17:17:19,-20.9667,164.7,scattered clouds,64.18,88,32,2.44
382,Mayumba,GA,2021-05-28 17:17:20,-3.432,10.6554,light rain,78.35,87,92,5.66
383,Charcas,MX,2021-05-28 17:17:20,23.1333,-101.1167,few clouds,77.43,33,12,5.1
384,Semme,FR,2021-05-28 17:17:20,46.1963,1.5007,broken clouds,72.01,57,80,7.16
385,Ossora,RU,2021-05-28 17:17:21,59.2353,163.0719,overcast clouds,35.19,96,100,4.79
386,Ambilobe,MG,2021-05-28 17:17:21,-13.2,49.05,scattered clouds,73.04,83,30,2.37
387,Carutapera,BR,2021-05-28 17:17:21,-1.195,-46.02,clear sky,86.7,59,10,6.76
388,Dongsheng,CN,2021-05-28 17:17:22,39.8161,109.9776,clear sky,68.27,18,7,23.2
389,Vieste,IT,2021-05-28 17:17:22,41.8825,16.175,clear sky,73.9,58,1,11.86
390,Shanhetun,CN,2021-05-28 17:17:23,44.7,127.2,light rain,48.99,89,100,2.06
391,Vila Do Maio,CV,2021-05-28 17:17:23,15.1333,-23.2167,few clouds,79.59,80,20,18.57
392,Aguimes,ES,2021-05-28 17:17:23,27.9054,-15.4461,few clouds,70.43,56,20,26.46
393,Nabire,ID,2021-05-28 17:16:15,-3.3667,135.4833,broken clouds,76.32,92,72,3.0
394,Lavrentiya,RU,2021-05-28 17:17:24,65.5833,-171.0,clear sky,28.44,88,8,10.98
395,Saldanha,ZA,2021-05-28 17:17:24,-33.0117,17.9442,light rain,59.43,94,13,5.61
396,Alpena,US,2021-05-28 17:17:24,45.0617,-83.4327,clear sky,49.1,46,1,11.01
397,Makinsk,KZ,2021-05-28 17:17:25,52.6292,70.4169,clear sky,51.33,45,2,5.61
398,Puerto Escondido,MX,2021-05-28 17:17:25,15.85,-97.0667,broken clouds,86.83,66,75,9.22
399,Nichinan,JP,2021-05-28 17:17:26,31.6,131.3667,overcast clouds,70.75,85,100,13.31
400,Pacifica,US,2021-05-28 17:17:26,37.6138,-122.4869,few clouds,72.68,79,20,1.99
401,Menongue,AO,2021-05-28 17:17:26,-14.6585,17.691,clear sky,62.96,29,0,4.68
402,Pimenta Bueno,BR,2021-05-28 17:17:21,-11.6725,-61.1936,overcast clouds,89.28,48,97,5.46
403,Vredendal,ZA,2021-05-28 17:17:27,-31.6683,18.5012,broken clouds,59.5,87,71,4.99
404,Berlevag,NO,2021-05-28 17:17:27,70.8578,29.0864,light rain,35.6,75,75,27.63
405,Nome,US,2021-05-28 17:17:28,64.5011,-165.4064,clear sky,51.87,26,1,20.71
406,Hualmay,PE,2021-05-28 17:17:28,-11.0964,-77.6139,scattered clouds,70.86,75,44,9.13
407,Sechura,PE,2021-05-28 17:17:29,-5.5569,-80.8222,overcast clouds,76.21,68,92,11.07
408,Alofi,NU,2021-05-28 17:17:29,-19.0595,-169.9187,overcast clouds,73.29,94,100,3.44
409,Ranong,TH,2021-05-28 17:17:29,9.9658,98.6348,overcast clouds,79.47,88,90,9.55
410,Bhum,IN,2021-05-28 17:17:30,18.4667,75.6667,overcast clouds,85.84,50,100,15.57
411,Kanye,BW,2021-05-28 17:17:30,-24.9667,25.3327,clear sky,58.37,25,2,6.98
412,Nusaybin,TR,2021-05-28 17:17:31,37.0778,41.2178,clear sky,86.54,22,1,7.61
413,Suntar,RU,2021-05-28 17:17:31,62.1444,117.6319,few clouds,49.17,81,11,2.59
414,Astoria,US,2021-05-28 17:17:32,46.1879,-123.8313,overcast clouds,58.01,84,90,5.75
415,Eenhana,NA,2021-05-28 17:17:32,-17.4667,16.3333,clear sky,69.55,21,0,3.94
416,Mount Pleasant,US,2021-05-28 17:17:32,32.7941,-79.8626,clear sky,93.99,64,1,3.0
417,Ciudad Bolivar,VE,2021-05-28 17:17:32,8.1222,-63.5497,overcast clouds,89.87,47,87,7.14
418,Thompson,CA,2021-05-28 17:17:33,55.7435,-97.8558,broken clouds,60.96,27,75,13.8
419,Yashkul,RU,2021-05-28 17:17:33,46.1711,45.3435,broken clouds,73.27,57,72,7.45
420,Rosario,AR,2021-05-28 17:13:16,-32.9468,-60.6393,clear sky,72.57,44,0,1.99
421,Cockburn Town,TC,2021-05-28 17:14:52,21.4612,-71.1419,broken clouds,79.16,74,58,11.01
422,Buin,CL,2021-05-28 17:17:34,-33.7333,-70.75,scattered clouds,68.05,53,41,4.61
423,Banda Aceh,ID,2021-05-28 17:17:34,5.5577,95.3222,overcast clouds,79.27,84,99,13.42
424,Hofn,IS,2021-05-28 17:17:34,64.2539,-15.2082,overcast clouds,48.22,93,90,16.11
425,Flinders,AU,2021-05-28 17:17:35,-34.5833,150.8552,broken clouds,53.19,60,82,8.99
426,Rawson,AR,2021-05-28 17:17:35,-43.3002,-65.1023,overcast clouds,46.8,44,100,25.01
427,Naze,JP,2021-05-28 17:17:35,28.3667,129.4833,overcast clouds,71.37,88,100,13.78
428,Baruun-Urt,MN,2021-05-28 17:17:36,46.6806,113.2792,few clouds,44.38,76,13,3.71
429,Sao Gabriel Da Cachoeira,BR,2021-05-28 17:17:36,-0.1303,-67.0892,scattered clouds,87.6,66,40,2.89
430,Juneau,US,2021-05-28 17:15:17,58.3019,-134.4197,light rain,49.21,91,90,5.99
431,Morrope,PE,2021-05-28 17:17:36,-6.5417,-80.0111,overcast clouds,69.91,69,91,12.93
432,Maxixe,MZ,2021-05-28 17:17:37,-23.8597,35.3472,few clouds,69.62,83,20,8.05
433,Wamba,NG,2021-05-28 17:17:37,8.9333,8.6,few clouds,90.9,46,22,2.42
434,Coralville,US,2021-05-28 17:14:30,41.6764,-91.5805,overcast clouds,48.09,81,90,13.8
435,Banamba,ML,2021-05-28 17:17:38,13.55,-7.45,overcast clouds,103.21,17,99,3.67
436,Namibe,AO,2021-05-28 17:17:38,-15.1961,12.1522,clear sky,74.68,70,0,9.33
437,Businga,CD,2021-05-28 17:17:38,3.3333,20.8833,light rain,75.83,88,88,2.24
438,Golaesti,RO,2021-05-28 17:17:39,47.2333,27.7,broken clouds,62.04,94,75,10.0
439,Ibb,YE,2021-05-28 17:17:39,13.9667,44.1833,broken clouds,71.62,49,53,3.27
440,Ust-Tsilma,RU,2021-05-28 17:17:39,65.441,52.1498,overcast clouds,47.1,87,100,7.61
441,Puerto Quijarro,BO,2021-05-28 17:17:40,-17.7833,-57.7667,overcast clouds,95.05,29,97,11.12
442,Ust-Karsk,RU,2021-05-28 17:17:40,52.7011,118.8077,scattered clouds,43.21,87,35,1.41
443,Gushikawa,JP,2021-05-28 17:17:40,26.3544,127.8686,broken clouds,76.62,88,75,11.12
444,Vestmanna,FO,2021-05-28 17:17:41,62.1564,-7.1664,few clouds,47.32,81,20,9.6
445,Lazaro Cardenas,MX,2021-05-28 17:17:41,17.9583,-102.2,broken clouds,87.46,49,71,7.67
446,Kitami,JP,2021-05-28 17:17:42,43.8031,143.8908,light rain,46.92,96,97,7.9
447,Moree,AU,2021-05-28 17:17:42,-29.4667,149.85,clear sky,42.82,70,6,9.22
448,Brownsville,US,2021-05-28 17:13:46,25.9018,-97.4975,broken clouds,89.71,69,75,4.0
449,Itatiaia,BR,2021-05-28 17:17:43,-22.4961,-44.5633,broken clouds,82.58,52,56,3.0
450,Mopti,ML,2021-05-28 17:17:43,14.6667,-4.0,overcast clouds,105.4,16,93,4.14
451,Tukrah,LY,2021-05-28 17:17:43,32.5341,20.5791,few clouds,76.69,46,14,7.78
452,Axim,GH,2021-05-28 17:15:01,4.8699,-2.2405,overcast clouds,84.43,69,91,8.95
453,Saint-Andre-Avellin,CA,2021-05-28 17:17:44,45.7168,-75.066,overcast clouds,52.83,27,96,6.08
454,Bindura,ZW,2021-05-28 17:17:44,-17.3019,31.3306,clear sky,46.85,37,0,3.18
455,Finschhafen,PG,2021-05-28 17:17:44,-6.6024,147.8681,overcast clouds,78.1,86,100,6.89
456,Ocos,GT,2021-05-28 17:17:45,14.5094,-92.1933,overcast clouds,91.58,66,100,4.09
457,Labuhan,ID,2021-05-28 17:17:45,-6.8844,112.2051,overcast clouds,79.21,86,96,8.3
458,San Quintin,MX,2021-05-28 17:17:45,30.4833,-115.95,broken clouds,63.5,65,58,11.61
459,Morondava,MG,2021-05-28 17:17:46,-20.2833,44.2833,clear sky,74.79,72,0,11.54
460,Perth,AU,2021-05-28 17:13:36,-31.9333,115.8333,moderate rain,63.05,96,75,14.27
461,Zhengjiatun,CN,2021-05-28 17:17:46,43.5064,123.5064,overcast clouds,56.05,60,87,2.91
462,Darhan,MN,2021-05-28 17:17:47,49.4867,105.9228,moderate rain,56.89,45,100,2.95
463,Iringa,TZ,2021-05-28 17:17:47,-7.7667,35.7,overcast clouds,59.7,81,88,5.5
464,Dawlatabad,AF,2021-05-28 17:17:48,36.4141,64.9053,clear sky,87.62,15,1,3.0
465,Itarema,BR,2021-05-28 17:17:48,-2.9248,-39.9167,few clouds,86.45,58,12,14.05
466,Kalabo,ZM,2021-05-28 17:17:48,-14.97,22.6814,clear sky,65.23,29,0,3.38
467,Broken Hill,AU,2021-05-28 17:17:49,-31.95,141.4333,overcast clouds,46.11,71,100,12.66
468,Balykshi,KZ,2021-05-28 17:17:49,47.0667,51.8667,scattered clouds,73.4,64,40,11.18
469,Vadso,NO,2021-05-28 17:17:49,70.0744,29.7487,light rain,36.48,69,75,20.71
470,Saint-Denis,FR,2021-05-28 17:17:50,48.9167,2.3333,clear sky,72.99,44,0,5.99
471,Wuxue,CN,2021-05-28 17:17:50,29.8506,115.5525,overcast clouds,69.42,71,100,4.21
472,Vozhega,RU,2021-05-28 17:17:50,60.4725,40.2213,few clouds,56.03,67,13,7.99
473,Riohacha,CO,2021-05-28 17:17:51,11.5444,-72.9072,overcast clouds,89.73,57,89,13.6
474,Veraval,IN,2021-05-28 17:17:51,20.9,70.3667,broken clouds,84.78,75,73,10.71
475,Sokoto,NG,2021-05-28 17:17:51,13.0609,5.239,overcast clouds,103.14,12,95,4.83
476,Puerto Carreno,CO,2021-05-28 17:17:52,6.189,-67.4859,overcast clouds,86.68,63,100,5.35
477,Mvomero,TZ,2021-05-28 17:17:52,-6.25,38.6667,overcast clouds,74.37,74,96,3.74
478,Juba,SS,2021-05-28 17:17:52,4.8517,31.5825,light rain,76.96,79,86,1.83
479,Provideniya,RU,2021-05-28 17:17:53,64.3833,-173.3,clear sky,40.3,55,4,10.89
480,Camocim,BR,2021-05-28 17:17:53,-2.9022,-40.8411,few clouds,88.84,55,20,8.66
481,Mount Gambier,AU,2021-05-28 17:17:53,-37.8333,140.7667,scattered clouds,37.31,93,40,0.0
482,Marshfield,US,2021-05-28 17:16:54,44.6689,-90.1718,overcast clouds,50.2,70,90,11.5
483,Kieta,PG,2021-05-28 17:17:54,-6.2167,155.6333,moderate rain,76.17,93,100,0.51
484,Iqaluit,CA,2021-05-28 17:17:54,63.7506,-68.5145,broken clouds,31.73,69,75,17.0
485,Rudbar,AF,2021-05-28 17:17:54,30.15,62.6,clear sky,90.14,17,0,7.16
486,Sao Joao Da Barra,BR,2021-05-28 17:17:55,-21.6403,-41.0511,few clouds,86.09,76,14,13.96
487,Opuwo,NA,2021-05-28 17:17:55,-18.0607,13.84,clear sky,69.94,24,0,8.72
488,Dejen,ET,2021-05-28 17:17:55,10.1667,38.1333,broken clouds,67.57,21,76,11.32
489,Monte Aprazivel,BR,2021-05-28 17:17:56,-20.7725,-49.7142,light rain,88.45,30,78,12.01
490,Nagato,JP,2021-05-28 17:17:56,34.3833,131.2,scattered clouds,69.71,83,36,18.12
491,Boca Do Acre,BR,2021-05-28 17:17:56,-8.7522,-67.3978,few clouds,93.9,39,23,2.93
492,Ponta Delgada,PT,2021-05-28 17:17:57,37.7333,-25.6667,few clouds,65.12,59,20,11.5
493,Westport,US,2021-05-28 17:16:37,41.1415,-73.3579,clear sky,68.09,50,1,1.01
494,Seymchan,RU,2021-05-28 17:17:57,62.8833,152.4333,overcast clouds,40.1,79,100,5.57
495,Whyalla,AU,2021-05-28 17:17:58,-33.0333,137.5833,overcast clouds,53.49,76,100,8.05
496,Saurimo,AO,2021-05-28 17:17:58,-9.6608,20.3916,few clouds,69.01,41,19,4.27
497,Zakopane,PL,2021-05-28 17:17:58,49.299,19.9489,broken clouds,56.05,81,84,3.69
498,Yar-Sale,RU,2021-05-28 17:17:59,66.8333,70.8333,scattered clouds,41.58,44,47,6.46
499,Mitchell,US,2021-05-28 17:13:59,43.7094,-98.0298,overcast clouds,50.11,75,90,8.99
500,Tabou,CI,2021-05-28 17:17:59,4.423,-7.3528,overcast clouds,82.94,76,91,7.31
501,Shelburne,CA,2021-05-28 17:14:47,44.0787,-80.2041,light rain,42.53,95,100,12.97
502,Mumford,GH,2021-05-28 17:18:00,5.2618,-0.759,scattered clouds,83.21,74,50,13.13
503,Tondano,ID,2021-05-28 17:18:00,1.3038,124.9112,scattered clouds,69.89,96,45,2.66
504,Matara,LK,2021-05-28 17:18:00,5.9485,80.5353,overcast clouds,80.01,86,100,12.71
505,Mayo,US,2021-05-28 17:18:01,38.8876,-76.5119,broken clouds,77.16,70,75,8.99
506,Veseloyarsk,RU,2021-05-28 17:18:01,51.2836,81.1056,clear sky,51.58,51,0,8.21
507,Touros,BR,2021-05-28 17:18:01,-5.1989,-35.4608,scattered clouds,86.9,66,27,16.37
508,Shelopugino,RU,2021-05-28 17:18:02,51.6514,117.5599,clear sky,40.66,74,7,2.73
509,Kalmunai,LK,2021-05-28 17:18:02,7.4167,81.8167,broken clouds,82.38,74,65,3.22
510,Damghan,IR,2021-05-28 17:18:03,36.1683,54.348,clear sky,80.82,21,0,3.44
511,Nunoa,PE,2021-05-28 17:18:03,-14.48,-70.6411,broken clouds,57.74,28,65,6.51
512,The Valley,AI,2021-05-28 17:18:03,18.217,-63.0578,few clouds,89.46,70,20,10.36
513,Batagay,RU,2021-05-28 17:18:04,67.6333,134.6333,few clouds,45.59,77,12,7.14
514,Jaen,ES,2021-05-28 17:18:04,38.0,-3.5,few clouds,78.42,32,18,4.16
515,Guarapari,BR,2021-05-28 17:18:04,-20.6667,-40.4975,clear sky,85.91,68,2,15.1
516,Kahului,US,2021-05-28 17:17:19,20.8947,-156.47,few clouds,76.84,81,20,10.36
517,Almaznyy,RU,2021-05-28 17:18:05,48.0448,40.045,broken clouds,69.94,72,55,8.19
518,Hearst,CA,2021-05-28 17:18:05,49.6835,-83.6665,clear sky,52.05,26,0,7.2
519,Ancud,CL,2021-05-28 17:14:20,-41.8697,-73.8203,overcast clouds,51.42,61,91,11.34
520,Melfort,CA,2021-05-28 17:18:05,52.8667,-104.6177,light rain,57.96,58,97,24.16
521,Pudozh,RU,2021-05-28 17:18:06,61.8099,36.5345,moderate rain,48.24,93,100,4.27
522,Rhyl,GB,2021-05-28 17:18:06,53.3196,-3.4886,light rain,60.8,89,100,1.01
